"nid","Sequence","Judge.Name","School","Degree","Degree.Year"
1394871,1,"Martinotti, Brian R.","Fordham University","B.S.","1983"
1394871,2,"Martinotti, Brian R.","Seton Hall University School of Law","J.D.","1986"
1391396,1,"Martone, Frederick J.","College of the Holy Cross","B.S.","1965"
1391396,2,"Martone, Frederick J.","Notre Dame Law School","J.D.","1972"
1391396,3,"Martone, Frederick J.","Harvard Law School","LL.M.","1975"
1384411,1,"Marvin, William","Read law","","1834"
1384416,1,"Mason, John Young","Litchfield (Tapping Reeve) Law School",""," "
1384416,2,"Mason, John Young","University of North Carolina","A.B.","1816"
1384416,3,"Mason, John Young","Read law","","1819"
1384421,1,"Masterson, Thomas Ambrose","Harvard University","B.A.","1949"
1384421,2,"Masterson, Thomas Ambrose","University of Pennsylvania Law School (now Carey Law School)","LL.B.","1952"
1394536,1,"Mastroianni, Mark Gerald","American International College","B.A.","1986"
1394536,2,"Mastroianni, Mark Gerald","Western New England College School of Law","J.D.","1989"
6130381,1,"Matey, Paul Brian","University of Scranton","B.A.","1993"
6130381,2,"Matey, Paul Brian","Seton Hall University School of Law","J.D.","2001"
1384426,1,"Mathes, William Carey","University of Texas","B.M.A.","1921"
1384426,2,"Mathes, William Carey","Harvard Law School","LL.B.","1924"
1393591,1,"Matheson, Scott Milne, Jr.","University of Oxford","M.A."," "
1393591,2,"Matheson, Scott Milne, Jr.","Stanford University","A.B.","1975"
1393591,3,"Matheson, Scott Milne, Jr.","Yale Law School","J.D.","1980"
1384431,1,"Mathews, Clifton","Read law","","1904"
12588661,1,"Mathis, Andre Bernard","University of Memphis","B.A.","2003"
12588661,2,"Mathis, Andre Bernard","University of Memphis Cecil C. Humphreys School of Law","J.D.","2007"
1384436,1,"Matia, Paul Ramon","Western Reserve University (now Case Western Reserve University)","B.A.","1959"
1384436,2,"Matia, Paul Ramon","Harvard Law School","J.D.","1962"
1384441,1,"Matsch, Richard Paul","University of Michigan","A.B.","1951"
1384441,2,"Matsch, Richard Paul","University of Michigan Law School","J.D.","1953"
1392756,1,"Matsumoto, Kiyo A.","University of California, Berkeley","B.A.","1976"
1392756,2,"Matsumoto, Kiyo A.","Georgetown University Law Center","J.D.","1981"
1384446,1,"Matthes, Marion Charles","Benton College of Law",""," "
1384446,2,"Matthes, Marion Charles","Read law","","1928"
1384451,1,"Matthews, Burnita Shelton","National University School of Law (now George Washington University Law School)","LL.B.","1919"
1384451,2,"Matthews, Burnita Shelton","National University School of Law (now George Washington University Law School)","LL.M.","1920"
1384456,1,"Matthews, Stanley","Kenyon College","B.A.","1840"
1384456,2,"Matthews, Stanley","Read law","","1842"
1392296,1,"Mattice, Harry Sandlin, Jr.","University of Tennessee","B.S.","1976"
1392296,2,"Mattice, Harry Sandlin, Jr.","University of Tennessee College of Law","J.D.","1981"
1390711,1,"Matz, A. Howard","Columbia University","A.B.","1965"
1390711,2,"Matz, A. Howard","Harvard Law School","J.D.","1968"
1392646,1,"Mauskopf, Roslynn Renee","Brandeis University","B.A.","1979"
1392646,2,"Mauskopf, Roslynn Renee","Georgetown University Law Center","J.D.","1982"
1384461,1,"Maxey, Thomas Shelton","University of Virginia School of Law","LL.B.","1869"
1384466,1,"Maxwell, Robert Earl","West Virginia University College of Law","LL.B.","1949"
1394641,1,"May, Leigh Martin","Georgia Institute of Technology","B.S.","1993"
1394641,2,"May, Leigh Martin","University of Georgia School of Law","J.D.","1998"
1384471,1,"Mayer, Haldane Robert","Judge Advocate General's Legal Center and School",""," "
1384471,2,"Mayer, Haldane Robert","U.S. Military Academy","B.S.","1963"
1384471,3,"Mayer, Haldane Robert","William and Mary Law School","J.D.","1971"
1384476,1,"Mayer, Julius Marshuetz","City College of New York","A.B.","1884"
1384476,2,"Mayer, Julius Marshuetz","Columbia Law School","LL.B.","1886"
1391506,1,"Mays, Samuel H., Jr.","Amherst College","B.A.","1970"
1391506,2,"Mays, Samuel H., Jr.","Yale Law School","J.D.","1973"
6594536,1,"Maze, Corey Landon","Auburn University","B.A.","1999"
6594536,2,"Maze, Corey Landon","Georgetown University Law Center","J.D.","2003"
1394751,1,"Mazzant, Amos Louis III","University of Pittsburgh","B.A.","1987"
1394751,2,"Mazzant, Amos Louis III","Baylor University School of Law","J.D.","1990"
1384481,1,"Mazzone, A. David","Harvard College","B.A.","1950"
1384481,2,"Mazzone, A. David","DePaul University College of Law","J.D.","1957"
1384486,1,"McAllister, Matthew Hall","Princeton University",""," "
1384486,2,"McAllister, Matthew Hall","Read law","","1820"
1384491,1,"McAllister, Thomas Francis","University of Michigan Law School","A.B.","1918"
1384491,2,"McAllister, Thomas Francis","Read law","","1921"
1384496,1,"McAuliffe, Steven J.","Virginia Military Institute","B.A.","1970"
1384496,2,"McAuliffe, Steven J.","Georgetown University Law Center","J.D.","1973"
1384501,1,"McAvoy, Thomas James","Villanova University","A.B.","1960"
1384501,2,"McAvoy, Thomas James","Albany Law School","J.D.","1964"
1384506,1,"McBryde, John H.","Texas Christian University","B.S.","1953"
1384506,2,"McBryde, John H.","University of Texas School of Law","LL.B.","1956"
1394326,1,"McCafferty, Landya B.","Harvard University","A.B.","1984"
1394326,2,"McCafferty, Landya B.","Northeastern University School of Law","J.D.","1991"
1384511,1,"McCaleb, Theodore Howard","Yale College",""," "
1384511,2,"McCaleb, Theodore Howard","Read law","","1832"
1384516,1,"McCall, John Ethridge","University of Tennessee","A.B.","1881"
1384516,2,"McCall, John Ethridge","Read law","","1882"
1384521,1,"McCalla, Jon Phipps","University of Tennessee","B.S.","1969"
1384521,2,"McCalla, Jon Phipps","Vanderbilt University Law School","J.D.","1974"
1384526,1,"McCamant, Wallace","Lafayette College","Ph.B.","1888"
1384526,2,"McCamant, Wallace","Read law","","1890"
1384531,1,"McCandless, Wilson","Western University of Pennsylvania (now University of Pittsburgh)","B.A.","1826"
1384531,2,"McCandless, Wilson","Read law","","1831"
1384536,1,"McCarthy, James William","New York Law School","LL.B.","1898"
1384541,1,"McCarthy, William T.","College of the Holy Cross","A.B.","1905"
1384541,2,"McCarthy, William T.","Boston University School of Law","J.D.","1908"
1384546,1,"McCay, Henry Kent","College of New Jersey (now Princeton University)","A.B.","1839"
1384546,2,"McCay, Henry Kent","Read law","","1842"
1393451,1,"McClelland, Charles Paul","New York University School of Law","LL.B.","1882"
1384551,1,"McClintic, George Warwick","Roanoke College","A.B.","1883"
1384551,2,"McClintic, George Warwick","University of Virginia School of Law","LL.B.","1886"
1384556,1,"McClung, William","Read law",""," "
1384556,2,"McClung, William","Liberty Hall Academy (now Washington and Lee University)","","1785"
1384561,1,"McClure, James Focht, Jr.","Amherst College","A.B.","1952"
1384561,2,"McClure, James Focht, Jr.","University of Pennsylvania Law School (now Carey Law School)","J.D.","1957"
1384566,1,"McColloch, Claude Charles","University of Chicago Law School","Ph.B.","1909"
1384571,1,"McComas, Louis Emory","Dickinson College","","1866"
1384571,2,"McComas, Louis Emory","Read law","","1868"
1393691,1,"McConnell, John James, Jr.","Brown University","A.B.","1980"
1393691,2,"McConnell, John James, Jr.","Case Western Reserve University School of Law","J.D.","1983"
1391736,1,"McConnell, Michael W.","Michigan State University","B.A.","1976"
1391736,2,"McConnell, Michael W.","University of Chicago Law School","J.D.","1979"
1384576,1,"McCord, Leon Clarence","Vanderbilt University",""," "
1384576,2,"McCord, Leon Clarence","Read law","","1900"
1384581,1,"McCormick, Andrew Phelps","Centre College","A.B.","1854"
1384581,2,"McCormick, Andrew Phelps","Read law","","1855"
1384586,1,"McCormick, Paul John","St. Ignatius College (now University of San Francisco)",""," "
1384586,2,"McCormick, Paul John","Read law","","1900"
1384591,1,"McCoy, Walter Irving","Harvard University","A.B.","1882"
1384591,2,"McCoy, Walter Irving","Harvard University","A.M.","1886"
1384591,3,"McCoy, Walter Irving","Harvard Law School","LL.B.","1886"
1384596,1,"McCrary, George Washington","Read law","","1856"
1384601,1,"McCree, Wade Hampton, Jr.","Fisk University","A.B.","1941"
1384601,2,"McCree, Wade Hampton, Jr.","Harvard Law School","LL.B.","1944"
1384606,1,"McCune, Barron Patterson","Washington and Jefferson College","A.B.","1935"
1384606,2,"McCune, Barron Patterson","University of Pennsylvania Law School (now Carey Law School)","LL.B.","1938"
1384611,1,"McCurn, Neal Peters","Syracuse University","A.B.","1950"
1384611,2,"McCurn, Neal Peters","Syracuse University College of Law","LL.B.","1952"
1390661,1,"McCuskey, Michael Patrick","Illinois State University","B.S.","1970"
1390661,2,"McCuskey, Michael Patrick","St. Louis University School of Law","J.D.","1975"
1384616,1,"McDade, Joe Billy","Bradley University","B.S.","1959"
1384616,2,"McDade, Joe Billy","Bradley University","M.S.","1960"
1384616,3,"McDade, Joe Billy","University of Michigan Law School","J.D.","1963"
1384621,1,"McDermott, George Thomas","University of Chicago","Ph.B.","1908"
1384621,2,"McDermott, George Thomas","University of Chicago Law School","J.D.","1909"
1384626,1,"McDonald, Alan Angus","University of Washington","B.S.","1950"
1384626,2,"McDonald, Alan Angus","University of Washington School of Law","LL.B.","1952"
1384631,1,"McDonald, David","Read law","","1830"
1384636,1,"McDonald, Gabrielle Anne Kirk","Howard University School of Law","LL.B.","1966"
1394821,1,"McDonough, Travis Randall","University of the South","B.A.","1994"
1394821,2,"McDonough, Travis Randall","Vanderbilt University Law School","J.D.","1997"
1384641,1,"McDowell, Henry Clay","Yale College","B.A.","1881"
1384641,2,"McDowell, Henry Clay","University of Virginia School of Law","LL.B.","1887"
1384646,1,"McDuffie, John","Alabama Polytechnic Institute (now Auburn University)","B.Sc.","1904"
1384646,2,"McDuffie, John","University of Alabama School of Law","LL.B.","1908"
7049776,1,"McElroy, Mary Susan","Providence College","B.A.","1987"
7049776,2,"McElroy, Mary Susan","Suffolk University Law School","J.D.","1992"
1384651,1,"McEntee, Edward Matthew","College of the Holy Cross","A.B.","1928"
1384651,2,"McEntee, Edward Matthew","Boston University School of Law","LL.B.","1933"
1384656,1,"McFadden, Frank Hampton","University of Mississippi","B.A.","1950"
1384656,2,"McFadden, Frank Hampton","Yale Law School","LL.B.","1955"
3975196,1,"McFadden, Trevor Neil","Wheaton College, Illinois","B.A.","2001"
3975196,2,"McFadden, Trevor Neil","University of Virginia School of Law","J.D.","2006"
7539421,1,"McFarland, Matthew Walden","Capital University","B.A.","1989"
7539421,2,"McFarland, Matthew Walden","Capital University Law School","J.D.","1992"
1384661,1,"McGarr, Frank James","Loyola University Chicago","A.B.","1942"
1384661,2,"McGarr, Frank James","Loyola University Chicago School of Law","J.D.","1950"
1384666,1,"McGarraghy, Joseph Charles","Georgetown College Law School (now Georgetown University Law Center)","LL.B.","1921"
1384671,1,"McGee, John Franklin","Read law","","1882"
1384676,1,"McGlynn, Joseph Leo, Jr.","Mount St. Mary's College","B.S.","1948"
1384676,2,"McGlynn, Joseph Leo, Jr.","University of Pennsylvania Law School (now Carey Law School)","LL.B.","1951"
8900361,1,"McGlynn, Stephen Patrick","University of Dayton","B.A.","1983"
8900361,2,"McGlynn, Stephen Patrick","St. Louis University School of Law","J.D.","1987"
1384681,1,"McGohey, John F. X.","Fordham University","B.A.","1917"
1384681,2,"McGohey, John F. X.","New York University School of Law","LL.B.","1923"
1384686,1,"McGovern, Walter Thomas","University of Washington","B.A.","1949"
1384686,2,"McGovern, Walter Thomas","University of Washington School of Law","LL.B.","1950"
1384691,1,"McGowan, Carl E.","Dartmouth College","A.B.","1932"
1384691,2,"McGowan, Carl E.","Columbia Law School","LL.B.","1936"
1384696,1,"McGranery, James Patrick","Temple University School of Law (now James E. Beasley School of Law)","LL.B.","1928"
1384701,1,"McGuire, Matthew Francis","College of the Holy Cross","A.B.","1921"
1384701,2,"McGuire, Matthew Francis","Boston University School of Law","LL.B.","1926"
1394386,1,"McHugh, Carolyn Baldwin","University of Utah","B.A.","1978"
1394386,2,"McHugh, Carolyn Baldwin","University of Utah College of Law (now S.J. Quinney College of Law)","J.D.","1982"
1394421,1,"McHugh, Gerald Austin, Jr.","St. Joseph's University","A.B.","1976"
1394421,2,"McHugh, Gerald Austin, Jr.","University of Pennsylvania Law School (now Carey Law School)","J.D.","1979"
1384706,1,"McHugh, William Douglas","Read law","","1883"
1384711,1,"McIlvaine, John Wilson","Washington and Jefferson College","B.S.","1928"
1384711,2,"McIlvaine, John Wilson","University of Pittsburgh School of Law","LL.B.","1932"
1384716,1,"McIntosh, McQueen","Read law",""," "
1384721,1,"McKay, Monroe G.","Brigham Young University","B.S.","1957"
1384721,2,"McKay, Monroe G.","University of Chicago Law School","J.D.","1960"
1384726,1,"McKeague, David William","University of Michigan","B.A.","1968"
1384726,2,"McKeague, David William","University of Michigan Law School","J.D.","1971"
1384731,1,"McKee, Theodore Alexander","State University of New York at Cortland","B.A.","1969"
1384731,2,"McKee, Theodore Alexander","Syracuse University College of Law","J.D.","1975"
1384736,1,"McKeehan, Charles Louis","University of Pennsylvania","A.B.","1897"
1384736,2,"McKeehan, Charles Louis","University of Pennsylvania Law School (now Carey Law School)","LL.B.","1900"
1384741,1,"McKelvie, Roderick R.","Harvard University","B.A.","1968"
1384741,2,"McKelvie, Roderick R.","University of Pennsylvania Law School (now Carey Law School)","J.D.","1973"
1384746,1,"McKenna, Joseph","Read law","","1865"
1384746,2,"McKenna, Joseph","St. Augustine's College","","1865"
1384751,1,"McKenna, Lawrence M.","Fordham College","A.B.","1956"
1384751,2,"McKenna, Lawrence M.","Columbia Law School","LL.B.","1959"
1384756,1,"McKennan, William","Yale College",""," "
1384756,2,"McKennan, William","Washington College (now Washington and Jefferson College)","","1833"
1384756,3,"McKennan, William","Read law","","1837"
1390641,1,"McKeown, M. Margaret","University of Wyoming","B.A.","1972"
1390641,2,"McKeown, M. Margaret","Georgetown University Law Center","J.D.","1975"
1384761,1,"McKibben, Howard D.","Bradley University","B.S.","1962"
1384761,2,"McKibben, Howard D.","University of Pittsburgh","M.P.A.","1964"
1384761,3,"McKibben, Howard D.","University of Michigan Law School","J.D.","1967"
1384766,1,"McKinley, John","Read law","","1800"
1384771,1,"McKinley, Joseph H., Jr.","University of Kentucky","B.S.","1976"
1384771,2,"McKinley, Joseph H., Jr.","University of Louisville School of Law (now Louis D. Brandeis School of Law)","J.D.","1979"
1384776,1,"McKinney, John","College of New Jersey (now Princeton University)","A.B.","1848"
1384776,2,"McKinney, John","Read law","","1850"
1384781,1,"McKinney, Larry J.","MacMurray College","B.A.","1966"
1384781,2,"McKinney, Larry J.","Indiana University School of Law -- Bloomington (now Maurer School of Law)","J.D.","1969"
1391946,1,"McKnight, H[arold] Brent","University of North Carolina","B.A.","1974"
1391946,2,"McKnight, H[arold] Brent","University of Oxford, Magdalen College","M.A.","1976"
1391946,3,"McKnight, H[arold] Brent","University of North Carolina School of Law","J.D.","1980"
1384786,1,"McLaren, Richard Wellington","Yale College","B.A.","1939"
1384786,2,"McLaren, Richard Wellington","Yale Law School","LL.B.","1942"
1384791,1,"McLaughlin, Charles Francis","University of Nebraska","A.B.","1908"
1384791,2,"McLaughlin, Charles Francis","Columbia Law School","LL.B.","1910"
1384796,1,"McLaughlin, Gerald","Fordham College","A.B.","1914"
1384796,2,"McLaughlin, Gerald","Fordham University School of Law","LL.B.","1917"
1384801,1,"McLaughlin, Joseph Michael","Fordham College","A.B.","1954"
1384801,2,"McLaughlin, Joseph Michael","Fordham University School of Law","LL.B.","1959"
1384801,3,"McLaughlin, Joseph Michael","New York University School of Law","LL.M.","1964"
1384806,1,"McLaughlin, Linda Hodge","Stanford University","B.A.","1963"
1384806,2,"McLaughlin, Linda Hodge","University of California, Berkeley, School of Law","LL.B.","1966"
1391171,1,"McLaughlin, Mary A.","Gwynedd-Mercy College","B.A.","1968"
1391171,2,"McLaughlin, Mary A.","Bryn Mawr College","M.A.","1969"
1391171,3,"McLaughlin, Mary A.","University of Pennsylvania Law School (now Carey Law School)","J.D.","1976"
1384811,1,"McLaughlin, Sean J.","Georgetown University","A.B.","1977"
1384811,2,"McLaughlin, Sean J.","Georgetown University Law Center","J.D.","1980"
1384816,1,"McLean, Edward Cochrane","Williams College","A.B.","1924"
1384816,2,"McLean, Edward Cochrane","Harvard Law School","LL.B.","1929"
1384821,1,"McLean, John","Read law","","1807"
1384826,1,"McLellan, Hugh Dean","Colby College","A.B.","1895"
1384826,2,"McLellan, Hugh Dean","Columbia Law School","LL.B.","1902"
1390831,1,"McMahon, Colleen","Ohio State University","B.A.","1973"
1390831,2,"McMahon, Colleen","Harvard Law School","J.D.","1976"
1384831,1,"McManus, Edward Joseph","University of Iowa","B.A.","1940"
1384831,2,"McManus, Edward Joseph","University of Iowa College of Law","J.D.","1942"
1384836,1,"McMillan, James Bryan","University of North Carolina","A.B.","1937"
1384836,2,"McMillan, James Bryan","Harvard Law School","LL.B.","1940"
1384841,1,"McMillan, Robert Johnston","University of Texas School of Law","LL.B.","1906"
1384846,1,"McMillen, Thomas Roberts","Princeton University","A.B.","1938"
1384846,2,"McMillen, Thomas Roberts","Harvard Law School","LL.B.","1941"
1384851,1,"McMillian, Theodore","Lincoln University, Missouri","B.S.","1941"
1384851,2,"McMillian, Theodore","St. Louis University School of Law","LL.B.","1949"
13761351,1,"McMillion, Brandy Renée","University of Michigan","B.S.E.","2001"
13761351,2,"McMillion, Brandy Renée","University of Michigan","M.S.E.","2002"
13761351,3,"McMillion, Brandy Renée","George Washington University Law School","J.D.","2006"
1384856,1,"McNagny, Phil McClellan, Jr.","Indiana University School of Law -- Bloomington (now Maurer School of Law)","LL.B.","1950"
1384861,1,"McNairy, John","Read law","","1788"
1384866,1,"McNamara, A. J.","Louisiana State University","B.S.","1959"
1384866,2,"McNamara, A. J.","Loyola University New Orleans School of Law","J.D.","1968"
1384871,1,"McNamee, Charles Joseph","Cleveland Law School (now Cleveland-Marshall College of Law)","LL.B.","1917"
1384876,1,"McNamee, Stephen M.","University of Cincinnati","B.A.","1964"
1384876,2,"McNamee, Stephen M.","University of Arizona","M.A.","1967"
1384876,3,"McNamee, Stephen M.","University of Arizona College of Law (now James E. Rogers College of Law)","J.D.","1969"
1384881,1,"McNary, John Hugh","University of Oregon",""," "
1384881,2,"McNary, John Hugh","Read law","","1894"
1384886,1,"McNaught, John Joseph","Boston College","B.A.","1943"
1384886,2,"McNaught, John Joseph","Boston College Law School","J.D.","1949"
9280216,1,"McNeel, Taylor Brantley","University of Mississippi","B.B.A.","2005"
9280216,2,"McNeel, Taylor Brantley","University of Mississippi School of Law","J.D.","2008"
1384891,1,"McNichols, Raymond Clyne","University of Idaho College of Law","LL.B.","1950"
1384896,1,"McNichols, Robert James","Gonzaga University School of Law","LL.B.","1952"
1394026,1,"McNulty, Kevin","Yale University","B.A.","1976"
1394026,2,"McNulty, Kevin","New York University School of Law","J.D.","1983"
1384901,1,"McPherson, John Bayard","College of New Jersey (now Princeton University)","A.B.","1866"
1384901,2,"McPherson, John Bayard","College of New Jersey (now Princeton University)","A.M.","1869"
1384901,3,"McPherson, John Bayard","Read law","","1870"
1384906,1,"McPherson, Smith","University of Iowa College of Law","LL.B.","1870"
1384911,1,"McQuade, Richard B., Jr.","Toledo University (now University of Toledo)","B.A.","1961"
1384911,2,"McQuade, Richard B., Jr.","Toledo University (now University of Toledo) College of Law","J.D.","1965"
1384916,1,"McRae, Robert Malcolm, Jr.","Vanderbilt University","B.A.","1943"
1384916,2,"McRae, Robert Malcolm, Jr.","University of Virginia School of Law","LL.B.","1948"
1384921,1,"McRae, William Allan, Jr.","University of Florida","A.B.","1932"
1384921,2,"McRae, William Allan, Jr.","University of Oxford","B.A.","1933"
1384921,3,"McRae, William Allan, Jr.","University of Florida College of Law (now Fredric G. Levin College of Law)","J.D.","1933"
1384921,4,"McRae, William Allan, Jr.","University of Oxford","B.Litt.","1936"
1384926,1,"McReynolds, James Clark","Vanderbilt University","B.S.","1882"
1384926,2,"McReynolds, James Clark","University of Virginia School of Law","","1884"
1394211,1,"McShane, Michael Jerome","Gonzaga University","B.A.","1983"
1394211,2,"McShane, Michael Jerome","Northwestern School of Law of Lewis and Clark College","J.D.","1988"
1391626,1,"McVerry, Terrence F.","Duquesne University","B.A.","1965"
1391626,2,"McVerry, Terrence F.","Duquesne University School of Law","J.D.","1968"
1384931,1,"McVicar, Nelson","University of Michigan Law School",""," "
1384931,2,"McVicar, Nelson","Read law","","1896"
1384936,1,"McWilliams, Robert Hugh, Jr.","University of Denver","A.B.","1938"
1384936,2,"McWilliams, Robert Hugh, Jr.","University of Denver College of Law (now Sturm College of Law)","LL.B.","1941"
1384941,1,"Meaney, Thomas Francis","St. Peter's College","A.B.","1908"
1384941,2,"Meaney, Thomas Francis","St. Peter's College","A.M.","1909"
1384941,3,"Meaney, Thomas Francis","Fordham University School of Law","LL.B.","1911"
1384946,1,"Meanor, Henry Curtis","Rutgers University","B.A.","1952"
1384946,2,"Meanor, Henry Curtis","Rutgers School of Law -- Newark","LL.B.","1955"
1384951,1,"Means, Terry R.","Southern Methodist University","B.A.","1971"
1384951,2,"Means, Terry R.","Southern Methodist University School of Law (now Dedman School of Law)","J.D.","1974"
1384956,1,"Mechem, Edwin Leard","University of Arkansas School of Law","LL.B.","1939"
1384961,1,"Medina, Harold Raymond","Princeton University","A.B.","1909"
1384961,2,"Medina, Harold Raymond","Columbia Law School","LL.B.","1912"
1384966,1,"Meek, Edward Roscoe","University of Iowa","A.B.","1887"
1384966,2,"Meek, Edward Roscoe","University of Iowa College of Law","LL.B.","1889"
1384966,3,"Meek, Edward Roscoe","University of Iowa","A.M.","1891"
1384971,1,"Meekins, Isaac Melson","Wake Forest College","A.B.","1896"
1384976,1,"Mehaffy, Pat","University of Arkansas School of Law","LL.B.","1927"
13761476,1,"Mehalchick, Karoline","Pennsylvania State University","B.S.","1998"
13761476,2,"Mehalchick, Karoline","Tulane University Law School","J.D.","2001"
1384981,1,"Mehrtens, William Osborne","University of Florida College of Law (now Fredric G. Levin College of Law)","LL.B.","1932"
1394756,1,"Mehta, Amit Priyavadan","Georgetown University","B.A.","1993"
1394756,2,"Mehta, Amit Priyavadan","University of Virginia School of Law","J.D.","1997"
1384986,1,"Melancon, Tucker L.","Louisiana State University","B.S.","1968"
1384986,2,"Melancon, Tucker L.","Tulane University Law School","J.D.","1973"
1392811,1,"Melgren, Eric F.","Wichita State University","B.A.","1979"
1392811,2,"Melgren, Eric F.","Washburn University School of Law","J.D.","1985"
1384991,1,"Mellott, Arthur Johnson","Kansas City School of Law (now University of Missouri-Kansas City School of Law)","LL.B.","1917"
1384996,1,"Melloy, Michael Joseph","Loras College","B.A.","1970"
1384996,2,"Melloy, Michael Joseph","University of Iowa College of Law","J.D.","1974"
1385001,1,"Melton, Howell Webster, Sr.","University of Florida","A.A.","1943"
1385001,2,"Melton, Howell Webster, Sr.","University of Florida College of Law (now Fredric G. Levin College of Law)","J.D.","1948"
7365461,1,"Menashi, Steven James","Dartmouth College","A.B.","2001"
7365461,2,"Menashi, Steven James","Stanford Law School","J.D.","2008"
1385006,1,"Mencer, Glenn Everell","University of Michigan","B.B.A.","1949"
1385006,2,"Mencer, Glenn Everell","University of Michigan Law School","J.D.","1952"
1392696,1,"Mendez, John A.","Stanford University","B.A.","1977"
1392696,2,"Mendez, John A.","Harvard Law School","J.D.","1980"
13258766,1,"Méndez-Miró, Gina Raquel","University of Puerto Rico","B.A.","1996"
13258766,2,"Méndez-Miró, Gina Raquel","Princeton University","M.A.","2000"
13258766,3,"Méndez-Miró, Gina Raquel","University of Puerto Rico School of Law","J.D.","2001"
1394586,1,"Mendoza, Carlos Eduardo","Central Florida Community College (now College of Central Florida)","A.A.","1991"
1394586,2,"Mendoza, Carlos Eduardo","West Virginia University","B.A.","1993"
1394586,3,"Mendoza, Carlos Eduardo","West Virginia University College of Law","J.D.","1997"
1394566,1,"Mendoza, Salvador, Jr.","University of Washington","B.A.","1994"
1394566,2,"Mendoza, Salvador, Jr.","University of California, Los Angeles, School of Law","J.D.","1997"
11226646,1,"Menendez, Katherine Marie","University of Chicago","B.A.","1993"
11226646,2,"Menendez, Katherine Marie","New York University School of Law","J.D.","1996"
1385011,1,"Mentz, Henry Alvan, Jr.","Tulane University","B.A.","1941"
1385011,2,"Mentz, Henry Alvan, Jr.","Louisiana State University Law School (now Paul M. Hebert Law Center)","LL.B.","1943"
1385016,1,"Mercer, Frederick Olen","University of Illinois College of Law","LL.B.","1924"
13620521,1,"Merchant, Orelia Eleta","Dillard University","B.S.","1992"
13620521,2,"Merchant, Orelia Eleta","College of William and Mary","M.A.","1995"
13620521,3,"Merchant, Orelia Eleta","Tulane University Law School","J.D.","1998"
1385021,1,"Meredith, James Hargrove","University of Missouri","A.B.","1936"
1385021,2,"Meredith, James Hargrove","University of Missouri School of Law","LL.B.","1937"
1385026,1,"Meredith, Ronald Edward","Georgetown College, Kentucky","B.A.","1967"
1385026,2,"Meredith, Ronald Edward","George Washington University Law School","J.D.","1971"
1385031,1,"Merhige, Robert Reynold, Jr.","University of Richmond T.C. Williams School of Law (now University of Richmond School of Law)","LL.B.","1942"
1385031,2,"Merhige, Robert Reynold, Jr.","University of Virginia School of Law","LL.M.","1982"
13720111,1,"Merle, Natasha Clarise","University of Texas","B.A.","2005"
13720111,2,"Merle, Natasha Clarise","New York University School of Law","J.D.","2008"
10826741,1,"Merriam, Sarah Ann Leilani","Georgetown University","B.A.","1993"
10826741,2,"Merriam, Sarah Ann Leilani","Yale Law School","J.D.","2000"
10826741,3,"Merriam, Sarah Ann Leilani","Duke University School of Law","LL.M., judicial studies","2018"
1385036,1,"Merrick, William Matthews","University of Virginia",""," "
1385036,2,"Merrick, William Matthews","Georgetown College (now Georgetown University)","","1831"
1385036,3,"Merrick, William Matthews","Read law","","1839"
1385041,1,"Merrill, Charles Merton","University of California, Berkeley","A.B.","1928"
1385041,2,"Merrill, Charles Merton","Harvard Law School","LL.B.","1931"
1385046,1,"Merritt, Gilbert Stroud, Jr.","Yale University","B.A.","1957"
1385046,2,"Merritt, Gilbert Stroud, Jr.","Vanderbilt University Law School","LL.B.","1960"
1385046,3,"Merritt, Gilbert Stroud, Jr.","Harvard Law School","LL.M.","1962"
1385051,1,"Merryday, Steven Douglas","University of Florida","B.A.","1972"
1385051,2,"Merryday, Steven Douglas","University of Florida College of Law (now Fredric G. Levin College of Law)","J.D.","1975"
1385056,1,"Meskill, Thomas Joseph","New York University School of Law",""," "
1385056,2,"Meskill, Thomas Joseph","Trinity College, Hartford, Connecticut","B.S.","1950"
1385056,3,"Meskill, Thomas Joseph","University of Connecticut School of Law","J.D.","1956"
1385061,1,"Messitte, Peter Jo","Amherst College","B.A.","1963"
1385061,2,"Messitte, Peter Jo","University of Chicago Law School","J.D.","1966"
1385066,1,"Metzner, Charles Miller","Columbia University","A.B.","1931"
1385066,2,"Metzner, Charles Miller","Columbia Law School","LL.B.","1933"
1394346,1,"Meyer, Jeffrey Alker","Yale College","B.A.","1985"
1394346,2,"Meyer, Jeffrey Alker","Yale Law School","J.D.","1989"
1385071,1,"Michael, James Harry, Jr.","University of Virginia","B.S.","1940"
1385071,2,"Michael, James Harry, Jr.","University of Virginia School of Law","LL.B.","1942"
1385076,1,"Michael, M. Blane","West Virginia University","A.B.","1965"
1385076,2,"Michael, M. Blane","New York University School of Law","J.D.","1968"
1385081,1,"Michel, Paul Redmond","Williams College","A.B.","1963"
1385081,2,"Michel, Paul Redmond","University of Virginia School of Law","J.D.","1966"
1394401,1,"Michelson, Laurie Jill","University of Michigan","A.B.","1989"
1394401,2,"Michelson, Laurie Jill","Northwestern University School of Law (now Pritzker School of Law)","J.D.","1992"
1385086,1,"Michie, Thomas Johnson","University of Virginia","A.B.","1917"
1385086,2,"Michie, Thomas Johnson","University of Virginia","A.M.","1920"
1385086,3,"Michie, Thomas Johnson","University of Virginia School of Law","LL.B.","1921"
